Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
M,30,2,63749.0,O,No Aplica,3,15,1,30-39,Internet-voz,100
H,48,3,55120.0,C,Errores en la Solicitud,9,17,0,40-49,Internet,250
H,48,1,70549.0,O,No Aplica,6,7,1,40-49,Internet-voz,200
M,49,3,62250.0,N,No Aplica,3,26,1,40-49,Internet,200
H,21,1,68850.0,O,No Aplica,12,16,1,18-29,Internet-voz,350
M,24,4,76415.0,S,Tiempos y Procesos,10,29,0,18-29,Internet-voz,250
M,39,3,63749.0,O,No Aplica,4,11,1,30-39,Internet-voz,100
H,18,1,61965.0,O,No Aplica,9,26,1,18-29,Internet-voz,250
H,36,1,55120.0,O,No Aplica,8,16,1,30-39,Internet,250
M,28,4,66399.0,S,Otro,11,11,0,18-29,Internet-voz,200
M,51,2,59999.0,C,No Aplica,11,16,1,50-59,Internet-voz,100
H,64,1,63749.0,N,No Aplica,5,14,1,60-69,Internet-voz,100
H,26,4,70549.0,S,No Aplica,6,25,1,18-29,Internet-voz,200
M,32,4,76415.0,N,Tiempos y Procesos,9,2,0,30-39,Internet-voz,250
H,45,1,79049.0,O,Errores en la Solicitud,2,1,0,40-49,Internet-voz,300
M,39,2,70549.0,S,No Aplica,4,22,1,30-39,Internet-voz,200
H,49,2,58320.0,S,No Aplica,1,16,1,40-49,Internet-voz,250
H,55,4,66399.0,C,No Aplica,6,29,1,50-59,Internet-voz,200
H,47,2,74399.0,S,Otro,11,16,0,40-49,Internet-voz,300
H,38,3,70549.0,N,No Aplica,5,20,1,30-39,Internet-voz,200
H,50,2,56249.0,C,No Aplica,1,26,1,50-59,Internet,100
M,59,2,58565.0,C,Errores en la Solicitud,8,6,0,50-59,Internet,250
H,53,1,74999.0,O,Otro,7,1,0,50-59,Internet-voz,100
M,34,1,63749.0,O,No Aplica,4,30,1,30-39,Internet-voz,100
M,30,5,67920.0,N,No Aplica,1,22,1,30-39,Internet,250
H,62,1,79049.0,O,No Aplica,6,17,1,60-69,Internet-voz,300
H,37,3,68850.0,S,Financiero,10,23,0,30-39,Internet-voz,350
H,29,1,61965.0,O,No Aplica,7,5,1,18-29,Internet-voz,250
H,23,1,70549.0,O,Errores en la Solicitud,3,11,0,18-29,Internet-voz,200
H,32,6,79049.0,C,No Aplica,2,16,1,30-39,Internet-voz,300
H,57,2,55120.0,S,No Aplica,12,25,1,50-59,Internet,250
H,41,2,68850.0,C,No Aplica,12,3,1,40-49,Internet-voz,350
H,24,3,74399.0,S,No Aplica,12,13,1,18-29,Internet-voz,300
H,33,3,63749.0,N,Tiempos y Procesos,5,21,0,30-39,Internet-voz,100
M,59,2,61965.0,C,Tiempos y Procesos,9,3,0,50-59,Internet-voz,250
M,40,3,68850.0,N,No Aplica,11,24,1,40-49,Internet-voz,350
M,54,3,63749.0,S,No Aplica,3,9,1,50-59,Internet-voz,100
H,50,2,61965.0,N,Doble Solicitud,9,16,0,50-59,Internet-voz,250
M,29,3,79049.0,O,No Aplica,1,23,1,18-29,Internet-voz,300
H,49,1,63749.0,O,No Aplica,5,31,1,40-49,Internet-voz,100
H,58,1,55120.0,O,No Aplica,9,3,1,50-59,Internet,250
H,34,4,79049.0,S,No Aplica,2,2,1,30-39,Internet-voz,300
H,57,1,61965.0,O,No Aplica,8,12,1,50-59,Internet-voz,250
H,64,1,63749.0,O,No Aplica,5,1,1,60-69,Internet-voz,100
H,36,2,68850.0,N,No Aplica,12,2,1,30-39,Internet-voz,350
M,43,5,70549.0,S,No Aplica,5,14,1,40-49,Internet-voz,200
H,42,1,68850.0,O,Financiero,7,11,0,40-49,Internet-voz,350
H,51,2,63749.0,C,No Aplica,2,6,1,50-59,Internet-voz,100
M,29,1,68850.0,O,No Aplica,7,20,1,18-29,Internet-voz,350
H,28,2,63749.0,O,No Aplica,3,7,1,18-29,Internet-voz,100
M,26,2,74399.0,S,No Aplica,6,21,1,18-29,Internet,300
H,53,3,62250.0,S,Otro,11,21,0,50-59,Internet,200
M,45,3,69749.0,C,Financiero,12,6,0,40-49,Internet,300
H,59,2,70549.0,S,Falta de Interés,1,22,0,50-59,Internet-voz,200
H,51,3,55120.0,O,No Aplica,2,13,1,50-59,Internet,250
H,46,6,70549.0,C,No Aplica,5,25,1,40-49,Internet-voz,200
H,33,4,69749.0,C,No Aplica,3,13,1,30-39,Internet,300
H,40,3,68850.0,S,No Aplica,10,17,1,40-49,Internet-voz,350
H,24,3,68850.0,O,No Aplica,11,14,1,18-29,Internet-voz,350
H,42,3,68850.0,C,No Aplica,10,16,1,40-49,Internet-voz,350
H,38,1,61965.0,O,No Aplica,9,5,1,30-39,Internet-voz,250
H,23,3,68850.0,C,Financiero,9,10,0,18-29,Internet-voz,350
M,45,3,68850.0,C,No Aplica,10,21,1,40-49,Internet-voz,350
H,37,3,68850.0,S,No Aplica,7,17,1,30-39,Internet-voz,350
H,38,2,61965.0,O,No Aplica,11,5,1,30-39,Internet-voz,250
H,19,2,68850.0,N,No Aplica,7,19,1,18-29,Internet-voz,350
H,46,1,58320.0,O,No Aplica,7,19,1,40-49,Internet-voz,250
H,55,3,79049.0,C,No Aplica,4,16,1,50-59,Internet-voz,300
M,23,3,68850.0,S,No Aplica,7,9,1,18-29,Internet-voz,350
M,53,4,76415.0,S,Tiempos y Procesos,7,19,0,50-59,Internet-voz,250
H,37,2,61965.0,O,No Aplica,8,16,1,30-39,Internet-voz,250
M,32,3,79049.0,S,No Aplica,5,19,1,30-39,Internet-voz,300
H,27,1,61965.0,N,No Aplica,9,11,1,18-29,Internet-voz,250
H,39,2,61965.0,C,Financiero,9,18,0,30-39,Internet-voz,250
H,52,3,59999.0,N,Otro,8,30,0,50-59,Internet-voz,100
H,30,3,59999.0,O,No Aplica,4,23,1,30-39,Internet-voz,100
H,65,2,61965.0,N,No Aplica,11,14,1,60-69,Internet-voz,250
H,22,3,63749.0,S,Errores en la Solicitud,4,15,0,18-29,Internet-voz,100
M,63,2,68850.0,C,Doble Solicitud,9,19,0,60-69,Internet-voz,350
M,49,2,62250.0,S,No Aplica,1,23,1,40-49,Internet,200
H,57,5,69749.0,O,Financiero,1,23,0,50-59,Internet,300
H,22,2,68850.0,O,No Aplica,8,13,1,18-29,Internet-voz,350
H,59,2,74399.0,S,Falta de Interés,11,20,0,50-59,Internet-voz,300
H,36,1,61965.0,O,No Aplica,8,28,1,30-39,Internet-voz,250
H,53,4,79049.0,C,No Aplica,3,11,1,50-59,Internet-voz,300
H,19,3,63749.0,N,Falta de Interés,4,15,0,18-29,Internet-voz,100
M,42,2,68850.0,S,No Aplica,10,1,1,40-49,Internet-voz,350
M,36,3,63749.0,S,No Aplica,6,19,1,30-39,Internet-voz,100
H,52,2,70549.0,N,No Aplica,3,5,1,50-59,Internet-voz,200
M,19,2,63749.0,C,No Aplica,6,14,1,18-29,Internet-voz,100
H,22,2,63749.0,N,Tiempos y Procesos,3,27,0,18-29,Internet-voz,100
M,36,1,61965.0,S,Financiero,9,23,0,30-39,Internet-voz,250
H,34,3,63749.0,N,Errores en la Solicitud,3,22,0,30-39,Internet-voz,100
M,41,2,63749.0,N,Tiempos y Procesos,6,1,0,40-49,Internet-voz,100
H,37,2,79049.0,C,Errores en la Solicitud,5,7,0,30-39,Internet-voz,300
M,59,2,63749.0,O,No Aplica,3,30,1,50-59,Internet-voz,100
M,41,1,66399.0,O,No Aplica,4,6,1,40-49,Internet-voz,200
H,47,4,62250.0,S,Falta de Interés,9,18,0,40-49,Internet,200
M,65,2,79049.0,O,Falta de Interés,4,16,0,60-69,Internet-voz,300
H,28,2,61965.0,C,Falta de Interés,9,6,0,18-29,Internet-voz,250
M,19,3,79049.0,O,Financiero,4,19,0,18-29,Internet-voz,300
H,32,1,62800.0,O,Errores en la Solicitud,8,6,0,30-39,Internet,350
H,36,4,79049.0,S,No Aplica,2,28,1,30-39,Internet-voz,300
H,19,1,68850.0,O,No Aplica,8,5,1,18-29,Internet-voz,350
H,37,3,61965.0,O,Financiero,8,29,0,30-39,Internet-voz,250
H,47,3,63749.0,N,No Aplica,2,27,1,40-49,Internet-voz,100
M,32,3,63749.0,N,No Aplica,2,9,1,30-39,Internet-voz,100
H,48,5,70549.0,C,Tiempos y Procesos,2,27,0,40-49,Internet-voz,200
H,60,2,61965.0,S,Errores en la Solicitud,12,23,0,60-69,Internet-voz,250
H,57,1,70549.0,O,No Aplica,3,6,1,50-59,Internet-voz,200
H,35,6,79049.0,S,No Aplica,5,20,1,30-39,Internet-voz,300
H,39,5,69749.0,S,Falta de Interés,9,6,0,30-39,Internet,300
H,44,4,63749.0,S,No Aplica,1,19,1,40-49,Internet-voz,100
M,30,2,70549.0,O,No Aplica,5,29,1,30-39,Internet-voz,200
H,24,2,66399.0,N,No Aplica,5,15,1,18-29,Internet-voz,200
H,58,3,66399.0,S,Otro,1,17,0,50-59,Internet-voz,200
M,56,3,69749.0,S,Financiero,5,14,0,50-59,Internet,300
H,34,1,74999.0,O,No Aplica,4,3,1,30-39,Internet-voz,100
H,52,3,56249.0,S,No Aplica,10,21,1,50-59,Internet,100
H,31,3,70549.0,S,No Aplica,1,25,1,30-39,Internet-voz,200
H,43,1,61965.0,O,No Aplica,8,13,1,40-49,Internet-voz,250
H,45,5,70549.0,N,Doble Solicitud,2,29,0,40-49,Internet-voz,200
H,47,1,61965.0,O,No Aplica,7,5,1,40-49,Internet-voz,250
M,58,3,58565.0,N,No Aplica,11,15,1,50-59,Internet,250
M,39,5,67920.0,C,Errores en la Solicitud,7,31,0,30-39,Internet,250
H,42,4,70549.0,S,No Aplica,2,27,1,40-49,Internet-voz,200
H,49,2,68850.0,O,No Aplica,12,18,1,40-49,Internet-voz,350
H,26,3,56249.0,S,No Aplica,11,20,1,18-29,Internet,100
M,47,6,79049.0,S,No Aplica,3,8,1,40-49,Internet-voz,300
M,29,1,70549.0,O,Falta de Interés,4,8,0,18-29,Internet-voz,200
H,61,2,61965.0,N,No Aplica,9,19,1,60-69,Internet-voz,250
H,21,3,68850.0,C,Tiempos y Procesos,10,9,0,18-29,Internet-voz,350
M,21,4,70549.0,S,Falta de Interés,4,23,0,18-29,Internet-voz,200
M,25,3,59999.0,N,Errores en la Solicitud,5,12,0,18-29,Internet-voz,100
H,43,1,68850.0,O,No Aplica,9,16,1,40-49,Internet-voz,350
M,41,3,70549.0,N,No Aplica,2,28,1,40-49,Internet-voz,200
H,41,1,61965.0,O,No Aplica,11,22,1,40-49,Internet-voz,250
H,28,3,63749.0,S,Otro,2,17,0,18-29,Internet-voz,100
H,54,3,58320.0,O,No Aplica,2,12,1,50-59,Internet-voz,250
H,32,2,61965.0,S,Doble Solicitud,9,27,0,30-39,Internet-voz,250
H,18,3,56249.0,S,Falta de Interés,10,11,0,18-29,Internet,100
H,46,1,70549.0,O,No Aplica,4,9,1,40-49,Internet-voz,200
H,58,2,63749.0,C,Tiempos y Procesos,2,6,0,50-59,Internet-voz,100
H,49,2,61965.0,O,No Aplica,11,22,1,40-49,Internet-voz,250
H,64,6,69749.0,C,No Aplica,5,31,1,60-69,Internet,300
H,28,2,61965.0,O,No Aplica,9,19,1,18-29,Internet-voz,250
H,53,5,70549.0,N,No Aplica,3,17,1,50-59,Internet-voz,200
H,58,3,69749.0,S,Otro,12,11,0,50-59,Internet,300
H,56,6,70549.0,S,No Aplica,1,26,1,50-59,Internet-voz,200
M,63,2,61965.0,C,No Aplica,10,22,1,60-69,Internet-voz,250
M,35,1,61965.0,O,No Aplica,8,15,1,30-39,Internet-voz,250
M,20,3,69749.0,N,Errores en la Solicitud,6,12,0,18-29,Internet,300
M,65,4,79049.0,C,No Aplica,6,26,1,60-69,Internet-voz,300
H,48,3,63749.0,N,Otro,1,10,0,40-49,Internet-voz,100
M,36,4,76415.0,S,Doble Solicitud,9,20,0,30-39,Internet-voz,250
M,63,3,82999.0,C,No Aplica,4,3,1,60-69,Internet-voz,200
H,41,4,69749.0,S,Errores en la Solicitud,2,27,0,40-49,Internet,300
H,58,2,63749.0,N,No Aplica,6,6,1,50-59,Internet-voz,100
H,56,4,66399.0,N,Falta de Interés,12,29,0,50-59,Internet-voz,200
H,38,2,62800.0,C,No Aplica,1,20,1,30-39,Internet,350
H,45,5,72165.0,C,Financiero,8,17,0,40-49,Internet,250
M,43,2,68850.0,S,Financiero,8,9,0,40-49,Internet-voz,350
H,35,2,63749.0,C,Financiero,1,25,0,30-39,Internet-voz,100
M,38,2,63749.0,N,No Aplica,5,31,1,30-39,Internet-voz,100
H,60,1,62800.0,O,Falta de Interés,11,26,0,60-69,Internet,350
M,50,2,63749.0,O,No Aplica,3,20,1,50-59,Internet-voz,100
H,51,1,61965.0,O,Financiero,10,17,0,50-59,Internet-voz,250
M,25,2,68850.0,C,No Aplica,9,23,1,18-29,Internet-voz,350
H,36,3,62250.0,S,Financiero,1,31,0,30-39,Internet,200
M,21,2,63749.0,C,No Aplica,4,15,1,18-29,Internet-voz,100
M,42,2,63749.0,C,Errores en la Solicitud,6,8,0,40-49,Internet-voz,100
H,18,2,68850.0,C,No Aplica,7,24,1,18-29,Internet-voz,350
H,22,3,68850.0,S,Tiempos y Procesos,10,21,0,18-29,Internet-voz,350
H,45,3,79049.0,O,No Aplica,1,6,1,40-49,Internet-voz,300
M,28,1,63749.0,O,No Aplica,2,3,1,18-29,Internet-voz,100
M,23,6,79049.0,C,No Aplica,5,24,1,18-29,Internet-voz,300
M,49,2,68850.0,C,Tiempos y Procesos,10,11,0,40-49,Internet-voz,350
H,39,1,61965.0,O,No Aplica,8,3,1,30-39,Internet-voz,250
M,58,1,61965.0,O,No Aplica,11,24,1,50-59,Internet-voz,250
M,22,3,70549.0,N,No Aplica,6,23,1,18-29,Internet-voz,200
H,61,2,61965.0,C,No Aplica,9,2,1,60-69,Internet-voz,250
M,64,3,70549.0,S,Financiero,3,19,0,60-69,Internet-voz,200
M,37,2,61965.0,C,Tiempos y Procesos,12,4,0,30-39,Internet-voz,250
M,49,1,63749.0,S,No Aplica,4,23,1,40-49,Internet-voz,100
M,63,2,61965.0,C,Tiempos y Procesos,9,3,0,60-69,Internet-voz,250
M,48,2,59999.0,S,No Aplica,4,19,1,40-49,Internet-voz,100
M,41,2,70549.0,S,Tiempos y Procesos,4,15,0,40-49,Internet-voz,200
H,52,1,64800.0,C,Otro,12,22,0,50-59,Internet-voz,350
H,26,3,63749.0,N,No Aplica,1,23,1,18-29,Internet-voz,100
H,33,1,61965.0,O,No Aplica,12,23,1,30-39,Internet-voz,250
M,55,2,70549.0,S,No Aplica,6,20,1,50-59,Internet-voz,200
H,27,1,63749.0,O,Financiero,5,7,0,18-29,Internet-voz,100
H,26,2,61965.0,N,No Aplica,9,20,1,18-29,Internet-voz,250
H,65,3,62250.0,S,Falta de Interés,4,18,0,60-69,Internet,200
M,65,3,58320.0,N,No Aplica,8,6,1,60-69,Internet-voz,250
H,22,3,66400.0,S,No Aplica,6,14,1,18-29,Internet,200
M,27,3,70549.0,S,No Aplica,5,29,1,18-29,Internet-voz,200
H,18,4,77520.0,S,No Aplica,12,18,1,18-29,Internet,350
H,33,3,59999.0,O,No Aplica,1,12,1,30-39,Internet-voz,100
H,34,5,70549.0,S,No Aplica,2,16,1,30-39,Internet-voz,200
H,34,1,64800.0,O,Financiero,7,9,0,30-39,Internet-voz,350
M,56,3,66399.0,N,Otro,9,12,0,50-59,Internet-voz,200
H,40,5,62250.0,S,Errores en la Solicitud,6,17,0,40-49,Internet,200
H,59,3,61965.0,S,No Aplica,12,9,1,50-59,Internet-voz,250
M,60,2,70549.0,C,No Aplica,6,26,1,60-69,Internet-voz,200
H,63,2,79049.0,S,No Aplica,3,27,1,60-69,Internet-voz,300
H,50,1,70549.0,O,No Aplica,6,18,1,50-59,Internet-voz,200
M,33,1,59999.0,O,Tiempos y Procesos,5,16,0,30-39,Internet,100
H,61,3,55120.0,S,No Aplica,10,24,1,60-69,Internet,250
H,24,1,70549.0,O,No Aplica,2,16,1,18-29,Internet-voz,200
H,41,3,61965.0,C,No Aplica,12,17,1,40-49,Internet-voz,250
M,22,1,63749.0,O,No Aplica,2,23,1,18-29,Internet-voz,100
H,57,1,61965.0,O,No Aplica,10,9,1,50-59,Internet-voz,250
H,42,3,59999.0,C,Financiero,4,29,0,40-49,Internet-voz,100
M,42,5,70549.0,C,No Aplica,6,25,1,40-49,Internet-voz,200
M,26,3,69749.0,S,Falta de Interés,9,11,0,18-29,Internet,300
H,55,2,61965.0,N,No Aplica,10,29,1,50-59,Internet-voz,250
H,29,3,59999.0,N,Errores en la Solicitud,4,9,0,18-29,Internet-voz,100
H,34,3,70549.0,N,No Aplica,4,13,1,30-39,Internet-voz,200
H,64,2,70549.0,C,No Aplica,5,29,1,60-69,Internet-voz,200
M,56,3,70549.0,N,No Aplica,5,28,1,50-59,Internet-voz,200
H,64,1,61965.0,O,No Aplica,11,29,1,60-69,Internet-voz,250
H,36,3,74999.0,O,No Aplica,4,1,1,30-39,Internet-voz,100
H,65,5,69749.0,N,Errores en la Solicitud,4,27,0,60-69,Internet,300
H,56,2,56249.0,N,Otro,1,19,0,50-59,Internet,100
M,32,3,68850.0,C,No Aplica,7,19,1,30-39,Internet-voz,350
H,27,2,62800.0,C,No Aplica,7,31,1,18-29,Internet,350
M,50,4,79049.0,S,No Aplica,1,19,1,50-59,Internet-voz,300
M,37,1,61965.0,O,No Aplica,9,24,1,30-39,Internet-voz,250
M,22,3,70549.0,N,No Aplica,6,27,1,18-29,Internet-voz,200
H,50,3,56249.0,S,Errores en la Solicitud,3,5,0,50-59,Internet,100
H,54,1,61965.0,O,No Aplica,12,23,1,50-59,Internet-voz,250
H,25,3,68850.0,O,No Aplica,9,30,1,18-29,Internet-voz,350
H,48,4,69749.0,S,No Aplica,11,11,1,40-49,Internet,300
M,40,1,70549.0,O,Errores en la Solicitud,5,20,0,40-49,Internet-voz,200
H,40,5,79049.0,S,No Aplica,1,29,1,40-49,Internet-voz,300
H,60,4,56249.0,S,Tiempos y Procesos,10,26,0,60-69,Internet,100
M,40,1,63749.0,O,Financiero,6,8,0,40-49,Internet-voz,100
H,21,1,61965.0,O,Tiempos y Procesos,12,10,0,18-29,Internet-voz,250
H,25,1,79049.0,O,No Aplica,3,7,1,18-29,Internet-voz,300
M,27,3,70549.0,C,Doble Solicitud,5,26,0,18-29,Internet-voz,200
M,57,2,70549.0,O,No Aplica,3,2,1,50-59,Internet-voz,200
H,59,3,61965.0,O,Tiempos y Procesos,9,21,0,50-59,Internet-voz,250
H,49,3,55120.0,C,No Aplica,9,30,1,40-49,Internet,250
H,51,3,63749.0,N,No Aplica,1,27,1,50-59,Internet-voz,100
H,28,4,69749.0,C,Errores en la Solicitud,1,23,0,18-29,Internet,300
H,58,2,55120.0,S,No Aplica,7,19,1,50-59,Internet,250
M,46,2,61965.0,O,Tiempos y Procesos,7,4,0,40-49,Internet-voz,250
M,25,2,70549.0,C,No Aplica,6,15,1,18-29,Internet-voz,200
M,42,1,61965.0,O,No Aplica,11,15,1,40-49,Internet-voz,250
H,50,3,58320.0,O,No Aplica,9,23,1,50-59,Internet-voz,250
M,37,6,79049.0,N,No Aplica,5,30,1,30-39,Internet-voz,300
H,47,4,66400.0,S,No Aplica,5,25,1,40-49,Internet,200
H,47,1,70549.0,O,No Aplica,4,9,1,40-49,Internet-voz,200
H,21,6,70549.0,S,No Aplica,2,9,1,18-29,Internet-voz,200
M,27,3,69749.0,S,Financiero,2,17,0,18-29,Internet,300
M,38,3,63749.0,N,Tiempos y Procesos,2,4,0,30-39,Internet-voz,100
H,56,1,68850.0,O,No Aplica,9,25,1,50-59,Internet-voz,350
H,48,1,79049.0,O,No Aplica,5,28,1,40-49,Internet-voz,300
H,38,2,70549.0,N,No Aplica,6,25,1,30-39,Internet-voz,200
H,36,3,62250.0,C,Errores en la Solicitud,1,30,0,30-39,Internet,200
M,37,4,76415.0,S,No Aplica,7,5,1,30-39,Internet-voz,250
H,35,1,63749.0,O,No Aplica,3,19,1,30-39,Internet-voz,100
H,52,2,63749.0,C,Otro,1,18,0,50-59,Internet-voz,100
H,54,1,61965.0,O,No Aplica,8,18,1,50-59,Internet-voz,250
M,38,1,61965.0,O,No Aplica,8,24,1,30-39,Internet-voz,250
H,35,3,70549.0,N,No Aplica,1,22,1,30-39,Internet-voz,200
H,54,4,63749.0,S,No Aplica,5,31,1,50-59,Internet-voz,100
M,61,2,58320.0,C,Financiero,9,24,0,60-69,Internet-voz,250
H,60,2,63749.0,C,Tiempos y Procesos,5,2,0,60-69,Internet-voz,100
M,24,3,62250.0,O,Errores en la Solicitud,2,10,0,18-29,Internet,200
H,49,3,59999.0,S,No Aplica,3,1,1,40-49,Internet,100
H,37,2,66399.0,N,No Aplica,5,10,1,30-39,Internet-voz,200
H,40,1,61965.0,O,No Aplica,12,12,1,40-49,Internet-voz,250
M,64,3,68850.0,N,Doble Solicitud,11,22,0,60-69,Internet-voz,350
H,66,3,61965.0,S,No Aplica,7,8,1,60-69,Internet-voz,250
M,52,1,63749.0,O,Doble Solicitud,4,10,0,50-59,Internet-voz,100
H,28,3,68850.0,N,No Aplica,8,23,1,18-29,Internet-voz,350
H,34,1,61965.0,O,Doble Solicitud,9,13,0,30-39,Internet-voz,250
M,66,2,70549.0,O,No Aplica,5,24,1,60-69,Internet-voz,200
M,50,6,79049.0,C,Tiempos y Procesos,6,5,0,50-59,Internet-voz,300
H,26,4,70549.0,S,No Aplica,1,13,1,18-29,Internet-voz,200
H,40,3,58565.0,C,No Aplica,12,2,1,40-49,Internet,250
H,18,2,68850.0,O,No Aplica,8,14,1,18-29,Internet-voz,350
M,53,4,70549.0,S,No Aplica,2,5,1,50-59,Internet-voz,200
H,53,1,68850.0,O,No Aplica,11,18,1,50-59,Internet-voz,350
H,28,4,79049.0,O,No Aplica,2,22,1,18-29,Internet-voz,300
H,33,2,63749.0,O,No Aplica,3,21,1,30-39,Internet-voz,100
H,65,1,63749.0,S,No Aplica,4,12,1,60-69,Internet-voz,100
H,32,1,63749.0,O,No Aplica,6,25,1,30-39,Internet-voz,100
M,38,4,79049.0,S,No Aplica,3,30,1,30-39,Internet-voz,300
H,53,1,62800.0,O,No Aplica,8,7,1,50-59,Internet,350
H,43,3,61965.0,S,No Aplica,11,12,1,40-49,Internet-voz,250
H,21,2,70549.0,N,Tiempos y Procesos,5,28,0,18-29,Internet-voz,200
M,27,2,55120.0,O,No Aplica,1,16,1,18-29,Internet,250
H,38,3,62250.0,S,Errores en la Solicitud,2,5,0,30-39,Internet,200
M,23,2,61965.0,C,Tiempos y Procesos,7,3,0,18-29,Internet-voz,250
H,38,3,79049.0,N,No Aplica,6,17,1,30-39,Internet-voz,300
H,39,2,55120.0,O,Otro,10,9,0,30-39,Internet,250
M,50,5,79049.0,C,No Aplica,1,22,1,50-59,Internet-voz,300
H,63,1,66399.0,S,Errores en la Solicitud,4,30,0,60-69,Internet-voz,200
H,19,5,56249.0,O,No Aplica,5,20,1,18-29,Internet,100
H,30,2,79049.0,C,No Aplica,6,1,1,30-39,Internet-voz,300
M,58,1,63749.0,O,Errores en la Solicitud,2,14,0,50-59,Internet-voz,100
M,20,1,63749.0,O,No Aplica,2,26,1,18-29,Internet-voz,100
H,45,2,79049.0,N,No Aplica,4,24,1,40-49,Internet-voz,300
H,23,1,63749.0,O,Otro,1,23,0,18-29,Internet-voz,100
M,36,2,61965.0,S,Tiempos y Procesos,12,12,0,30-39,Internet-voz,250
H,24,2,68850.0,O,No Aplica,10,11,1,18-29,Internet-voz,350
M,30,4,70549.0,S,Otro,1,24,0,30-39,Internet-voz,200
H,42,3,79049.0,N,No Aplica,1,13,1,40-49,Internet-voz,300
H,49,3,61965.0,N,No Aplica,8,7,1,40-49,Internet-voz,250
H,32,3,69749.0,C,Financiero,3,7,0,30-39,Internet,300
M,46,1,68850.0,O,Doble Solicitud,11,4,0,40-49,Internet-voz,350
H,52,3,66400.0,S,No Aplica,5,15,1,50-59,Internet,200
H,18,5,79049.0,S,Otro,1,23,0,18-29,Internet-voz,300
M,45,2,79049.0,N,No Aplica,2,18,1,40-49,Internet-voz,300
H,22,1,68850.0,C,No Aplica,8,9,1,18-29,Internet-voz,350
H,29,2,74999.0,N,No Aplica,6,14,1,18-29,Internet-voz,100
M,65,1,61965.0,O,No Aplica,9,12,1,60-69,Internet-voz,250
M,54,1,61965.0,O,No Aplica,8,14,1,50-59,Internet-voz,250
H,57,5,67920.0,S,Financiero,1,11,0,50-59,Internet,250
H,50,4,63749.0,C,Financiero,2,22,0,50-59,Internet-voz,100
M,45,2,68850.0,C,Errores en la Solicitud,11,14,0,40-49,Internet-voz,350
M,43,5,63749.0,S,No Aplica,3,15,1,40-49,Internet-voz,100
H,62,3,61965.0,C,No Aplica,11,26,1,60-69,Internet-voz,250
H,62,5,74399.0,S,No Aplica,5,27,1,60-69,Internet-voz,300
H,55,4,79049.0,S,No Aplica,6,11,1,50-59,Internet-voz,300
H,59,3,58320.0,S,Financiero,2,11,0,50-59,Internet-voz,250
M,39,3,79049.0,N,No Aplica,6,25,1,30-39,Internet-voz,300
H,59,1,63749.0,O,No Aplica,5,7,1,50-59,Internet-voz,100
M,22,4,76415.0,S,Financiero,7,17,0,18-29,Internet-voz,250
M,22,1,61965.0,O,No Aplica,9,18,1,18-29,Internet-voz,250
M,59,3,70549.0,S,Doble Solicitud,1,26,0,50-59,Internet-voz,200
M,25,3,74399.0,S,Falta de Interés,8,1,0,18-29,Internet-voz,300
H,58,2,70549.0,C,No Aplica,1,10,1,50-59,Internet-voz,200
H,20,1,68850.0,S,No Aplica,9,26,1,18-29,Internet-voz,350
H,57,2,79049.0,O,No Aplica,6,4,1,50-59,Internet-voz,300
M,27,1,63749.0,O,Financiero,3,12,0,18-29,Internet-voz,100
H,28,2,64800.0,O,No Aplica,8,28,1,18-29,Internet-voz,350
H,38,2,59999.0,S,Otro,6,29,0,30-39,Internet,100
H,65,1,70549.0,O,Financiero,4,20,0,60-69,Internet-voz,200
H,54,1,79049.0,O,Financiero,2,28,0,50-59,Internet-voz,300
M,46,1,63749.0,O,No Aplica,3,8,1,40-49,Internet-voz,100
M,48,2,63749.0,N,Financiero,5,30,0,40-49,Internet-voz,100
H,48,3,56249.0,O,Financiero,11,11,0,40-49,Internet,100
H,52,1,79049.0,O,No Aplica,5,17,1,50-59,Internet-voz,300
H,33,2,66399.0,O,No Aplica,7,31,1,30-39,Internet-voz,200
H,62,2,68850.0,C,No Aplica,8,19,1,60-69,Internet-voz,350
H,64,2,63749.0,O,Tiempos y Procesos,5,4,0,60-69,Internet-voz,100
M,37,2,61965.0,C,Doble Solicitud,12,28,0,30-39,Internet-voz,250
M,55,1,70549.0,O,Financiero,5,7,0,50-59,Internet-voz,200
M,27,1,56249.0,O,No Aplica,12,4,1,18-29,Internet,100
M,26,1,63749.0,N,Financiero,2,23,0,18-29,Internet-voz,100
M,32,1,63749.0,O,No Aplica,6,19,1,30-39,Internet-voz,100
M,43,3,66399.0,N,Errores en la Solicitud,11,27,0,40-49,Internet-voz,200
M,38,3,63749.0,S,No Aplica,5,10,1,30-39,Internet-voz,100
M,58,3,79049.0,C,Tiempos y Procesos,4,16,0,50-59,Internet-voz,300
M,22,3,79049.0,S,No Aplica,2,28,1,18-29,Internet-voz,300
H,52,4,63749.0,S,Falta de Interés,3,19,0,50-59,Internet-voz,100
M,20,3,58565.0,S,Financiero,9,21,0,18-29,Internet,250
H,26,2,63749.0,N,No Aplica,6,21,1,18-29,Internet-voz,100
M,39,1,70549.0,O,Tiempos y Procesos,6,7,0,30-39,Internet-voz,200
H,40,3,68850.0,N,No Aplica,10,18,1,40-49,Internet-voz,350
